iter	Logloss
169	0.1355315944
170	0.1351848733
171	0.1349306404
172	0.1347116014
173	0.1346117725
174	0.1344953279
175	0.1342366484
176	0.1339530088
177	0.1337184364
178	0.1335274955
179	0.1332875989
180	0.1330951948
181	0.13282715
182	0.1325340982
183	0.132376403
184	0.1322155629
185	0.1320231401
186	0.1318873114
187	0.1315542022
188	0.1313513464
189	0.1310694054
190	0.1307719076
191	0.1304849045
192	0.1302060994
193	0.1298952233
194	0.1296695776
195	0.1295015597
196	0.129317587
197	0.129199159
198	0.1290362196
199	0.1288154286
200	0.1284488475
201	0.1281666665
202	0.127863787
203	0.1275070322
204	0.1272926861
205	0.1270287554
206	0.1267957876
207	0.1266222981
208	0.1264988566
209	0.1262593731
210	0.1259432503
211	0.1257138714
212	0.1255468262
213	0.1254034703
214	0.1253208494
215	0.1251340837
216	0.1248869286
217	0.1247449048
218	0.1246039543
219	0.1244244715
220	0.1241243067
221	0.1239055577
222	0.1238106832
223	0.1235834085
224	0.1233736847
225	0.123126057
226	0.1228650279
227	0.1226126258
228	0.1223277945
229	0.1220619212
230	0.121977044
231	0.1217364429
232	0.1215907096
233	0.1213791631
234	0.1211034029
235	0.1208765427
236	0.120638368
237	0.1204506932
238	0.12032238
239	0.1200878497
240	0.1198314161
241	0.1196236173
242	0.1195132757
243	0.1192602338
244	0.1190191685
245	0.1188091872
246	0.1186404902
247	0.1184621195
248	0.1182634966
249	0.1181850593
250	0.1179542673
251	0.1178634017
252	0.117715724
253	0.1174981882
254	0.1173392323
255	0.1170862105
256	0.1168735936
257	0.1167163417
258	0.1165205584
259	0.1163508034
260	0.1161596293
261	0.1159089277
262	0.115737646
263	0.1155709274
264	0.115380286
265	0.1151609231
266	0.1149479767
267	0.1148376221
268	0.1146696955
269	0.1144598724
270	0.1142927611
271	0.1140854415
272	0.1139469294
273	0.1137504294
274	0.11354247
275	0.1133876662
276	0.1132599455
277	0.1130717845
278	0.1128965737
279	0.1128124422
280	0.1126315173
281	0.1124429269
282	0.112269981
283	0.1121661858
284	0.112108114
285	0.1120245381
286	0.1118592773
287	0.1118013439
288	0.1116722765
289	0.1114923643
290	0.1114339754
291	0.1113496612
292	0.1111944515
293	0.1110450735
294	0.1108776283
295	0.1107458559
296	0.1106147966
297	0.110463516
298	0.1103141884
299	0.1101491568
300	0.1100024188
301	0.1098144258
302	0.1096646751
303	0.1095345079
304	0.1094858089
305	0.1093277202
306	0.109214141
307	0.1090479653
308	0.1088906031
309	0.1086972705
310	0.1086633862
311	0.1085217255
312	0.108381763
313	0.108200741
314	0.1080713058
315	0.1078912708
316	0.1077787395
317	0.1076336576
318	0.1075218466
319	0.1073658946
320	0.1072081982
321	0.1071200421
322	0.1069786986
323	0.1068556102
324	0.1067897898
325	0.1066347265
326	0.1064731575
327	0.1063043425
328	0.1062354202
329	0.1060977495
330	0.1059192624
331	0.1058246671
332	0.1056505698
333	0.1054302328
334	0.105318389
335	0.105185943
336	0.1049971687
337	0.1048717584
338	0.1047059037
339	0.1045114288
340	0.1043850088
341	0.1042725429
342	0.104077513
343	0.1039034172
344	0.1037917928
345	0.1036554102
346	0.1036212853
347	0.1034717804
348	0.1033085644
349	0.1031800454
350	0.1030879737
351	0.1030005559
352	0.102824498
353	0.1025847652
354	0.10248186
355	0.1023898991
356	0.102287272
357	0.1021507126
358	0.1019733792
359	0.1018313527
360	0.1016769945
361	0.1014845154
362	0.1013045686
363	0.1012265351
364	0.1010882683
365	0.1010739252
366	0.1009816148
367	0.1008742527
368	0.1008342361
369	0.1007731343
370	0.1007011979
371	0.1005669796
372	0.1004283273
373	0.1002288822
374	0.1002025722
375	0.10015312
376	0.1000577713
377	0.09994194043
378	0.09991753065
379	0.09980304572
380	0.09968221879
381	0.09958505536
382	0.09943955698
383	0.09930178635
384	0.09919000014
385	0.0991106175
386	0.09900823641
387	0.09897395107
388	0.09891030371
389	0.09873654493
390	0.09864113718
391	0.09855447471
392	0.09843190035
393	0.09831067857
394	0.0982003455
395	0.09799665641
396	0.09791174501
397	0.09780325548
398	0.09771819141
399	0.09761565097
400	0.09743708138
401	0.09730392824
402	0.09713683855
403	0.09706089972
404	0.09695868141
405	0.09682233861
406	0.09670106568
407	0.09659715666
408	0.09646723484
409	0.09636470346
410	0.09626616816
411	0.09613793227
412	0.09603582875
413	0.09600374317
414	0.09592730413
415	0.09583057291
416	0.09571040772
417	0.0956151163
418	0.09548875181
419	0.09537491295
420	0.09521744495
421	0.09509890463
422	0.09499898168
423	0.09491889202
424	0.09482377357
425	0.09469402324
426	0.09456799354
427	0.09444889398
428	0.09437378678
429	0.0942628424
430	0.09419508082
431	0.09407552577
432	0.09392676473
433	0.09380637373
434	0.09365537163
435	0.09362943698
436	0.09354845202
437	0.0934723358
438	0.09336171834
439	0.09327556436
440	0.09316789099
441	0.09311290575
442	0.0929994971
443	0.09286049672
444	0.09279821055
445	0.09278115749
446	0.09271131723
447	0.09258359393
448	0.09247304983
449	0.09238456906
450	0.09228525153
451	0.09212772408
452	0.09203596219
453	0.09202179838
454	0.09192745073
455	0.09182497168
456	0.0917365273
457	0.09160245634
458	0.09148670465
459	0.09139280277
460	0.09127893689
461	0.09118573725
462	0.09110253477
463	0.09101638158
464	0.09087820946
465	0.09075783438
466	0.09068473913
467	0.09059015528
468	0.09052124546
469	0.09041682482
470	0.09035150978
471	0.0902679897
472	0.09021758309
473	0.09011377467
474	0.09002038695
475	0.08994980473
476	0.08984173928
477	0.08975185443
478	0.08964800265
479	0.08958283999
480	0.08947766755
481	0.08940059347
482	0.08929751922
483	0.08922680523
484	0.08912946407
485	0.0890299468
486	0.08889348684
487	0.08879456896
488	0.08870868512
489	0.08855024044
490	0.08847505375
491	0.08837933323
492	0.08829780436
493	0.08821070667
494	0.08814109672
495	0.0879939994
496	0.08793332813
497	0.08784263165
498	0.08775944418
499	0.08765849252
500	0.08757921825
501	0.08745415799
502	0.08737609151
503	0.08732267295
504	0.08723285526
505	0.08714435784
506	0.08700815132
507	0.08696286906
508	0.08684981251
509	0.08674982199
510	0.08665902218
511	0.08656016688
512	0.08648877547
513	0.08636729249
514	0.08627208291
515	0.08620045979
516	0.08613985828
517	0.08608387986
518	0.08600662431
519	0.08584586752
520	0.08572277856
521	0.08564062026
522	0.08553092204
523	0.08543314418
524	0.0853888086
525	0.08530611953
526	0.08521597028
527	0.08516224189
528	0.08507354082
529	0.08494562269
530	0.0848684999
531	0.08481393582
532	0.08475147883
533	0.08468675508
534	0.08463521247
535	0.08455036588
536	0.08449388769
537	0.08437518475
538	0.08429839911
539	0.08423159263
540	0.0841570101
541	0.08404942911
542	0.08398009165
543	0.08387612694
544	0.08380772255
545	0.08375872395
546	0.08359686502
547	0.08351009932
548	0.08343214242
549	0.08336780988
550	0.08330552324
551	0.08321758264
552	0.08313028582
553	0.08302729127
554	0.08296716838
555	0.08286340874
556	0.08281884059
557	0.08275882054
558	0.08268011857
559	0.0826410511
560	0.0825793682
561	0.08251043109
562	0.08242786833
563	0.08235252395
564	0.08223125573
565	0.08215456072
566	0.08210504348
567	0.08204107699
568	0.08195345654
569	0.08188328528
570	0.08182129009
571	0.08179955547
572	0.08169707923
573	0.08163075753
574	0.08156145664
575	0.08150167217
576	0.08143617266
577	0.08137783777
578	0.08124976063
579	0.08118585239
580	0.08109364639
581	0.0809962183
582	0.08093419597
583	0.08083872289
584	0.08079858257
585	0.0807308879
586	0.08064165694
587	0.08054971082
588	0.08046888826
589	0.0803963496
590	0.08036760948
591	0.08030957769
592	0.08020511241
593	0.08012331572
594	0.08001885944
595	0.07997414183
596	0.07990230183
597	0.07979582698
598	0.07977409084
599	0.07971442653
600	0.07963523272
601	0.07955953372
602	0.07947661134
603	0.07939910594
604	0.07931136354
605	0.07923083219
606	0.07915356108
607	0.07905453767
608	0.07897356546
609	0.078869553
610	0.0787593353
611	0.07871042607
612	0.07862372617
613	0.07858216628
614	0.07853760095
615	0.07848879604
616	0.07837526225
617	0.07831925841
618	0.07826815882
619	0.07817565969
620	0.07807530609
621	0.07803358969
622	0.07798495236
623	0.07790174128
624	0.07782839144
625	0.07775409783
626	0.07763409357
627	0.07755240326
628	0.07750049545
629	0.07743511533
630	0.07734402852
631	0.07728899495
632	0.07724012248
633	0.07716615345
634	0.07709685198
635	0.07704370011
636	0.07699211523
637	0.07689074738
638	0.07684715496
639	0.07677501285
640	0.07669179591
641	0.07662926622
642	0.07661285077
643	0.0765326903
644	0.07647071909
645	0.07639467143
646	0.07635567802
647	0.07629957213
648	0.07622223583
649	0.07612934662
650	0.07604482022
651	0.0759637074
652	0.07591037753
653	0.0758323734
654	0.075781954
655	0.07569895528
656	0.07563146969
657	0.07553416554
658	0.07549748991
659	0.0754223192
660	0.07535455286
661	0.07526891634
662	0.07518302072
663	0.07513357739
664	0.07509660485
665	0.0750296192
666	0.07496230944
667	0.0748956649
668	0.07481993062
669	0.07478262952
670	0.07472147912
671	0.07468256164
672	0.07459122407
673	0.07457602061
674	0.07451156575
675	0.07448385278
676	0.07442052887
677	0.07440625743
678	0.07429894299
679	0.07425424192
680	0.074196111
681	0.0741001987
682	0.07405658308
683	0.07397958671
684	0.07391918738
685	0.07384152076
686	0.07378143048
687	0.07372940414
688	0.0736543137
689	0.07359583407
690	0.07353365042
691	0.0734843617
692	0.07344237945
693	0.0733930792
694	0.07333108999
695	0.0732159848
696	0.07310784596
697	0.0729582605
698	0.07291720947
699	0.07288496305
700	0.07283348754
701	0.07278314958
702	0.07270851754
703	0.07264894618
704	0.07257081109
705	0.07250621568
706	0.07243429419
707	0.07236224431
708	0.07225568981
709	0.07218867423
710	0.07213554708
711	0.07209202047
712	0.07202660084
713	0.07196222819
714	0.0719491381
715	0.07193348987
716	0.07190706509
717	0.07183333773
718	0.07178813533
719	0.07168616661
720	0.07164647335
721	0.07160103349
722	0.07153306505
723	0.07152099002
724	0.07145031194
725	0.07139004933
726	0.07131217634
727	0.07121585821
728	0.07113500578
729	0.07110219691
730	0.07103589702
731	0.07094410493
732	0.07090582088
733	0.07085775573
734	0.07082992071
735	0.07074150489
736	0.07066333265
737	0.07061687123
738	0.07052342057
739	0.07047223681
740	0.07042850805
741	0.07037282998
742	0.07029283886
743	0.07020430138
744	0.07014084434
745	0.07008412386
746	0.07000403254
747	0.06998151372
748	0.06988674853
749	0.06983320108
750	0.06978088008
751	0.06974243758
752	0.06970043091
753	0.06964938081
754	0.06961897021
755	0.06955390134
756	0.06947571573
757	0.06941851643
758	0.06937415515
759	0.06930550941
760	0.06928869157
761	0.06922360843
762	0.06919081381
763	0.06910918667
764	0.06906277206
765	0.06901213491
766	0.06894957838
767	0.06891096281
768	0.06885136701
769	0.06877229286
770	0.068701638
771	0.06862350536
772	0.06855655993
773	0.06849135939
774	0.06844688346
775	0.06836428597
776	0.06833658726
777	0.06823551638
778	0.06821244938
779	0.06817453845
780	0.06811810697
781	0.06803841268
782	0.0679779259
783	0.06794284923
784	0.06789120477
785	0.06784718705
786	0.0677921124
787	0.06775362087
788	0.06767201625
789	0.06761278152
790	0.06759738763
791	0.06753664279
792	0.06747485371
793	0.06742575542
794	0.06735032021
795	0.06731059135
796	0.06726527573
797	0.06719467689
798	0.06714719038
799	0.06707488228
800	0.06702058739
801	0.06698616205
802	0.06693866607
803	0.06686211316
804	0.06680275216
805	0.06675009154
806	0.06673790161
807	0.06668045625
808	0.06664570506
809	0.06661321766
810	0.0665506848
811	0.06651138141
812	0.06648652156
813	0.06646415871
814	0.06639793997
815	0.06633715237
816	0.06627159799
817	0.06620484434
818	0.06618276303
819	0.06614981891
820	0.06613768777
821	0.06610149763
822	0.06601178211
823	0.06599380718
824	0.06594075947
825	0.06586975768
826	0.06581239177
827	0.06573182357
828	0.06567140103
829	0.0656441821
830	0.06556009409
831	0.06548954426
832	0.06545491643
833	0.06538131702
834	0.06535899983
835	0.06532463111
836	0.06526362656
837	0.06520577832
838	0.06517103818
839	0.06512049349
840	0.06507434401
841	0.06498194297
842	0.06493206924
843	0.06488384491
844	0.06483535627
845	0.06480357743
846	0.06476955763
847	0.06473022234
848	0.06469851867
849	0.06468702492
850	0.0646694158
851	0.06464654198
852	0.06461854121
853	0.06454436635
854	0.06450856891
855	0.06446868408
856	0.06438937848
857	0.06433036872
858	0.06428967091
859	0.06424023808
860	0.06418488702
861	0.06411362227
862	0.06405400251
863	0.06399505938
864	0.06396741016
865	0.0639036539
866	0.06386513078
867	0.0638421898
868	0.06378055292
869	0.06373994507
870	0.06372463927
871	0.06369418133
872	0.06366392177
873	0.06359528222
874	0.06356495555
875	0.06352669591
876	0.0634657122
877	0.06344106884
878	0.06337095053
879	0.0633123769
880	0.06324787993
881	0.06319638243
882	0.06313836774
883	0.0631244097
884	0.06304820043
885	0.06304312877
886	0.06301307184
887	0.06298842939
888	0.06294503182
889	0.0628840312
890	0.06280249602
891	0.06276968897
892	0.06271652434
893	0.06268147772
894	0.06264497713
895	0.06258118294
896	0.0625484113
897	0.06249342802
898	0.06243600959
899	0.06238821169
900	0.06238057661
901	0.06233796199
902	0.06228320204
903	0.06222441515
904	0.06216913219
905	0.06212160057
906	0.06207878411
907	0.06206673555
908	0.06203481666
909	0.06197058495
910	0.06195855545
911	0.06189788848
912	0.06185585396
913	0.06184839078
914	0.06181525144
915	0.06179595033
916	0.0617539785
917	0.06172161898
918	0.06167960162
919	0.06162715859
920	0.06160670694
921	0.06159994924
922	0.06159097106
923	0.06154748687
924	0.06152716445
925	0.06148643077
926	0.06144370906
927	0.06141093955
928	0.06137172784
929	0.06131647174
930	0.06124919524
931	0.06121562433
932	0.06115997106
933	0.06113582657
934	0.06110699436
935	0.0610596634
936	0.06101036297
937	0.06097121591
938	0.06091459202
939	0.06088849544
940	0.06081667452
941	0.06075548391
942	0.06071791459
943	0.0606947001
944	0.06061228026
945	0.06058789704
946	0.06055989027
947	0.06053747291
948	0.06048480317
949	0.06042641205
950	0.06037423019
951	0.0603163384
952	0.06029916303
953	0.06026236764
954	0.06021948129
955	0.06018329794
956	0.0601429888
957	0.06009474622
958	0.06005936178
959	0.06000709427
960	0.059917255
961	0.05987116784
962	0.05983461119
963	0.05980925366
964	0.05977061035
965	0.05969798283
966	0.0596472533
967	0.05962154979
968	0.05956608223
969	0.05953598866
970	0.05952210621
971	0.05950147562
972	0.05945370211
973	0.05941134168
974	0.05936326612
975	0.05933866833
976	0.05930478843
977	0.05929997688
978	0.05927315061
979	0.05921260444
980	0.0591667998
981	0.05913040193
982	0.05907629003
983	0.05900542541
984	0.05894997811
985	0.05894089943
986	0.05890777903
987	0.05887082186
988	0.05884087292
989	0.05880884486
990	0.05876826728
991	0.05871869754
992	0.05866263074
993	0.05861994455
994	0.05857721011
995	0.05854145666
996	0.05849580375
997	0.05845708717
998	0.05842960264
999	0.0583698291
